67,117,112,118,42,142,109,142,86,106
122,64,133,99,100,177,157,119,110,109
87,83,92,56,103,45,85,47,69,55
74,75,75,81,84,79,70,80,89,61
1423,1331,1467,1440,1411,1279,1367,1362,1411,1368
2132,1999,1964,2068,2037,1961,1957,1918,1850,2170
1970,1963,1975,2037,1942,2049,1949,1972,2002,2006
